x0000,y0000
0.0002112981333,28.66363525,
0.0006338943494,30.0438652,
0.001056490566,28.77953911,
0.001479086782,28.79593658,
0.001901682998,29.21818542,
0.002324279214,29.48342705,
0.00274687543,30.01229858,
0.003169471646,30.39246559,
0.003592067863,30.63482285,
0.004014664079,78.3768692,
0.004437260295,1121.229248,
0.004859856511,2724.661621,
0.005282452727,3650.516846,
0.005705048943,4817.75293,
0.006127645159,5842.360352,
0.006550241376,6494.007324,
0.006972837592,9547.782227,
0.007395433808,26363.9082,
0.007818030024,112270.6016,
0.00824062624,194774.5312,
0.008663222456,128114.7031,
0.009085818672,25638.32617,
0.009508414889,9108.456055,
0.009931011105,7080.946777,
0.01035360732,5745.516113,
0.01077620354,3634.125977,
0.01119879975,2998.022461,
0.01162139597,2766.774658,
0.01204399219,2646.523682,
0.0124665884,2580.769775,
0.01288918462,2553.287842,
0.01331178083,2552.49707,
0.01373437705,2564.994385,
0.01415697327,2598.129883,
0.01457956948,2695.5,
0.0150021657,2991.713867,
0.01542476191,4073.872559,
0.01584735813,9531.320312,
0.01626995435,27155.83398,
0.01669255056,44343.59375,
0.01711514678,18582.55273,
0.017537743,4870.166992,
0.01796033921,3348.464355,
0.01838293543,2950.770508,
0.01880553164,2663.790527,
0.01922812786,2484.660889,
0.01965072408,2400.896729,
0.02007332029,2360.015869,
0.02049591651,2311.598877,
0.02091851272,2283.932617,
0.02134110894,2287.138916,
0.02176370516,2301.230713,
0.02218630137,2329.687256,
0.02260889759,2393.71582,
0.02303149381,2557.456055,
0.02345409002,3009.781494,
0.02387668624,4497.77832,
0.02429928245,10127.64551,
0.02472187867,21850.09766,
0.02514447489,23969.83008,
0.0255670711,7137.422363,
0.02598966732,3188.006104,
0.02641226353,2620.348633,
0.02683485975,2430.108398,
0.02725745597,2337.923584,
0.02768005218,2285.117188,
0.0281026484,2251.6875,
0.02852524462,2237.018799,
0.02894784083,2235.825439,
0.02937043705,2159.572021,
0.02979303326,2140.487549,
0.03021562948,2166.812012,
0.0306382257,2020.772217,
0.03106082191,2081.198486,
0.03148341813,2193.865479,
0.03190601434,2418.36084,
0.03232861056,3154.96167,
0.03275120678,5501.731934,
0.03317380299,9445.827148,
0.03359639921,7481.673828,
0.03401899543,2941.563965,
0.03444159164,2209.237549,
0.03486418786,2070.612305,
0.03528678407,2015.023071,
0.03570938029,1980.209229,
0.03613197651,1960.551636,
0.03655457272,1943.153809,
0.03697716894,1930.205688,
0.03739976515,1919.075684,
0.03782236137,1884.341309,
0.03824495759,1750.414429,
0.0386675538,1676.665649,
0.03909015002,1629.268921,
0.03951274624,1609.855225,
0.03993534245,1662.001587,
0.04035793867,1876.488159,
0.04078053488,2499.736084,
0.0412031311,4130.419434,
0.04162572732,5612.439941,
0.04204832353,4031.91333,
0.04247091975,2036.081055,
0.04289351596,1701.837158,
0.04331611218,1622.968506,
0.0437387084,1591.096802,
0.04416130461,1577.360107,
0.04458390083,1564.950195,
0.04500649705,1560.841064,
0.04542909326,1555.994629,
0.04585168948,1554.374878,
0.04627428569,1552.984863,
0.04669688191,1553.911499,
0.04711947813,1554.963745,
0.04754207434,1563.59436,
0.04796467056,1594.993042,
0.04838726677,1673.129639,
0.04880986299,1832.033325,
0.04923245921,2140.662109,
0.04965505542,2881.271484,
0.05007765164,3741.085938,
0.05050024786,2499.703125,
0.05092284407,1705.45752,
0.05134544029,1559.587769,
0.0517680365,1515.588257,
0.05219063272,1493.867676,
0.05261322894,1481.979614,
0.05303582515,1474.343384,
0.05345842137,1464.831177,
0.05388101758,1460.373047,
0.0543036138,1456.215942,
0.05472621002,1455.408081,
0.05514880623,1451.296265,
0.05557140245,1444.852783,
0.05599399867,1447.148193,
0.05641659488,1466.834839,
0.0568391911,1528.411011,
0.05726178731,1656.807861,
0.05768438353,1887.195923,
0.05810697975,2514.455811,
0.05852957596,3273.044922,
0.05895217218,2243.418945,
0.05937476839,1543.421509,
0.05979736461,1418.689331,
0.06021996083,1388.960083,
0.06064255704,1373.757446,
0.06106515326,1360.941162,
0.06148774948,1350.835449,
0.06191034569,1341.585083,
0.06233294191,1333.514282,
0.06275553812,1327.810181,
0.06317813434,1322.621216,
0.06360073056,1315.030396,
0.06402332677,1310.551392,
0.06444592299,1308.96814,
0.0648685192,1316.953125,
0.06529111542,1339.432983,
0.06571371164,1378.670044,
0.06613630785,1440.452637,
0.06655890407,1641.805054,
0.06698150029,1950.81189,
0.0674040965,1662.427246,
0.06782669272,1346.319702,
0.06824928893,1276.23938,
0.06867188515,1257.556763,
0.06909448137,1247.528931,
0.06951707758,1239.831055,
0.0699396738,1235.901489,
0.07036227001,1233.545532,
0.07078486623,1233.012451,
0.07120746245,1223.312012,
0.07163005866,1213.592529,
0.07205265488,1208.014893,
0.0724752511,1204.121826,
0.07289784731,1206.276489,
0.07332044353,1217.006714,
0.07374303974,1242.636719,
0.07416563596,1272.629517,
0.07458823218,1302.176025,
0.07501082839,1436.415161,
0.07543342461,1744.441772,
0.07585602082,1676.618652,
0.07627861704,1303.203003,
0.07670121326,1185.724121,
0.07712380947,1161.110107,
0.07754640569,1150.115845,
0.07796900191,1142.612915,
0.07839159812,1137.012573,
0.07881419434,1130.927002,
0.07923679055,1127.587646,
0.07965938677,1122.901855,
0.08008198299,1120.236694,
0.0805045792,1116.245117,
0.08092717542,1112.526733,
0.08134977163,1110.414795,
0.08177236785,1106.920776,
0.08219496407,1074.357666,
0.08261756028,1062.400391,
0.0830401565,1056.715698,
0.08346275272,1071.627319,
0.08388534893,1172.310669,
0.08430794515,1242.591553,
0.08473054136,1146.946777,
0.08515313758,1076.077271,
0.0855757338,1057.704346,
0.08599833001,1053.276611,
0.08642092623,1002.415649,
0.08684352244,960.0480957,
0.08726611866,931.8358154,
0.08768871488,910.494812,
0.08811131109,889.1784058,
0.08853390731,872.9783325,
0.08895650353,857.6035156,
0.08937909974,844.0169678,
0.08980169596,831.4562378,
0.09022429217,856.5560303,
0.09064688839,899.7606201,
0.09106948461,928.5562134,
0.09149208082,953.5714111,
0.09191467704,970.0072632,
0.09233727325,1010.986572,
0.09275986947,1091.985107,
0.09318246569,1108.027222,
0.0936050619,1004.833557,
0.09402765812,952.5095825,
0.09445025434,942.2921753,
0.09487285055,938.4289551,
0.09529544677,934.1316528,
0.09571804298,933.7154541,
0.0961406392,934.6019897,
0.09656323542,933.8821411,
0.09698583163,933.96698,
0.09740842785,934.52948,
0.09783102406,934.652771,
0.09825362028,935.6912231,
0.0986762165,937.0218506,
0.09909881271,938.7838745,
0.09952140893,940.5853271,
0.09994400515,943.7124634,
0.1003666014,944.7905884,
0.1007891976,947.1847534,
0.1012117938,962.9784546,
0.10163439,997.8747559,
0.1020569862,1045.224487,
0.1024795824,999.4591064,
0.1029021787,971.5806274,
0.1033247749,1060.759766,
0.1037473711,1305.707764,
0.1041699673,1226.318237,
0.1045925635,979.5631104,
0.1050151597,956.6564331,
0.105437756,963.3241577,
0.1058603522,987.3779907,
0.1062829484,1058.348755,
0.1067055446,1257.288452,
0.1071281408,1711.716553,
0.107550737,2329.27417,
0.1079733333,2301.088867,
0.1083959295,1821.658081,
0.1088185257,1896.353394,
0.1092411219,2287.831543,
0.1096637181,1979.474121,
0.1100863143,1544.18103,
0.1105089105,1390.515991,
0.1109315068,1213.577393,
0.111354103,1038.261108,
0.1117766992,955.1984253,
0.1121992954,935.0757446,
0.1126218916,948.0209351,
0.1130444878,979.8011475,
0.1134670841,1012.607361,
0.1138896803,999.8005981,
0.1143122765,979.1173706,
0.1147348727,1043.639282,
0.1151574689,1321.17749,
0.1155800651,1360.341797,
0.1160026614,1149.264771,
0.1164252576,994.5541992,
0.1168478538,936.1536255,
0.11727045,903.1538086,
0.1176930462,890.2236938,
0.1181156424,891.0794678,
0.1185382387,902.8099365,
0.1189608349,932.3486328,
0.1193834311,982.0410156,
0.1198060273,1051.586182,
0.1202286235,1220.544189,
0.1206512197,1584.019043,
0.121073816,1956.233154,
0.1214964122,1756.316162,
0.1219190084,1256.363159,
0.1223416046,1011.277405,
0.1227642008,967.1611938,
0.123186797,998.9060059,
0.1236093932,1018.322937,
0.1240319895,993.9820557,
0.1244545857,972.1904297,
0.1248771819,973.2797241,
0.1252997781,1000.61676,
0.1257223743,1003.881653,
0.1261449705,936.8479614,
0.1265675668,894.5470581,
0.126990163,929.0551147,
0.1274127592,1038.787109,
0.1278353554,1145.181396,
0.1282579516,1140.269653,
0.1286805478,1100.430908,
0.1291031441,1137.00293,
0.1295257403,1324.008301,
0.1299483365,1753.794556,
0.1303709327,2202.236084,
0.1307935289,2018.167114,
0.1312161251,1423.49646,
0.1316387214,1059.368652,
0.1320613176,946.1084595,
0.1324839138,942.1486206,
0.13290651,981.6274414,
0.1333291062,1050.865112,
0.1337517024,1099.971558,
0.1341742987,1083.757324,
0.1345968949,1013.378967,
0.1350194911,923.3912354,
0.1354420873,894.4953003,
0.1358646835,898.5562744,
0.1362872797,862.9963379,
0.136709876,784.7937622,
0.1371324722,720.9277954,
0.1375550684,690.3900146,
0.1379776646,686.7441406,
0.1384002608,699.1303711,
0.138822857,735.3268433,
0.1392454532,739.6409912,
0.1396680495,735.6310425,
0.1400906457,737.2874756,
0.1405132419,734.9748535,
0.1409358381,725.3583374,
0.1413584343,727.5361328,
0.1417810305,743.5882568,
0.1422036268,769.2856445,
0.142626223,784.5022583,
0.1430488192,795.2426147,
0.1434714154,813.4193115,
0.1438940116,858.2567139,
0.1443166078,957.2454834,
0.1447392041,1122.958252,
0.1451618003,1288.988647,
0.1455843965,1346.434937,
0.1460069927,1294.903687,
0.1464295889,1203.973022,
0.1468521851,1103.415039,
0.1472747814,1010.737061,
0.1476973776,938.9384766,
0.1481199738,889.4801025,
0.14854257,871.0192871,
0.1489651662,878.2956543,
0.1493877624,892.4438477,
0.1498103587,892.7466431,
0.1502329549,872.0490723,
0.1506555511,853.9102783,
0.1510781473,852.5331421,
0.1515007435,858.2525024,
0.1519233397,868.1186523,
0.1523459359,888.7595215,
0.1527685322,907.5055542,
0.1531911284,900.6783447,
0.1536137246,878.2435303,
0.1540363208,872.9992065,
0.154458917,890.3743286,
0.1548815132,923.274292,
0.1553041095,962.2689819,
0.1557267057,1007.740967,
0.1561493019,1064.24585,
0.1565718981,1120.553833,
0.1569944943,1195.610474,
0.1574170905,1244.616455,
0.1578396868,1286.806274,
0.158262283,1313.304443,
0.1586848792,1297.285767,
0.1591074754,1264.061523,
0.1595300716,1228.728882,
0.1599526678,1173.582397,
0.1603752641,1088.194946,
0.1607978603,1007.220764,
0.1612204565,947.0041504,
0.1616430527,904.8337402,
0.1620656489,873.0386353,
0.1624882451,848.6783447,
0.1629108414,830.4198608,
0.1633334376,819.0455322,
0.1637560338,816.8916626,
0.16417863,818.3492432,
0.1646012262,820.8267212,
0.1650238224,817.3840332,
0.1654464186,803.5574341,
0.1658690149,792.0050659,
0.1662916111,811.4078979,
0.1667142073,850.6489258,
0.1671368035,831.0482788,
0.1675593997,769.635498,
0.1679819959,727.2564087,
0.1684045922,705.6070557,
0.1688271884,696.7398682,
0.1692497846,693.8551636,
0.1696723808,693.4876709,
0.170094977,694.7122192,
0.1705175732,696.6088867,
0.1709401695,696.532959,
0.1713627657,693.2389526,
0.1717853619,687.7360229,
0.1722079581,688.144104,
0.1726305543,693.0210571,
0.1730531505,693.5687256,
0.1734757468,690.0159912,
0.173898343,699.7993774,
0.1743209392,716.8133545,
0.1747435354,718.1478271,
0.1751661316,691.0040283,
0.1755887278,657.3498535,
0.1760113241,637.3845215,
0.1764339203,629.4992676,
0.1768565165,629.4761963,
0.1772791127,633.2130737,
0.1777017089,635.3947754,
0.1781243051,632.8606567,
0.1785469013,621.5388184,
0.1789694976,606.8458252,
0.1793920938,598.885498,
0.17981469,604.4605103,
0.1802372862,616.5413208,
0.1806598824,625.0639648,
0.1810824786,623.0302124,
0.1815050749,619.083374,
0.1819276711,623.7393799,
0.1823502673,628.5652466,
0.1827728635,616.7940674,
0.1831954597,566.6466675,
0.1836180559,531.0125122,
0.1840406522,511.604126,
0.1844632484,501.2810059,
0.1848858446,493.8224182,
0.1853084408,488.0555115,
0.185731037,477.9277649,
0.1861536332,464.1540222,
0.1865762295,454.3809509,
0.1869988257,477.468689,
0.1874214219,496.8305664,
0.1878440181,517.1781616,
0.1882666143,543.0919189,
0.1886892105,584.8200684,
